,review,polarity
363,세척도 간편하고 물때 안끼어서 좋아요~,긍정
364,타사 제품에 비해 버튼 조작하는 부분이 허접하네요. 마음에 안 들어요. ㅜ ,부정
365,다만 새제품인데 물통이 세네요. ㅜ 교환받기 귀찮은데 품질에 실망이 큽니다. ,부정
366,다만 상당히 뜨거워져서 고장나지 않을까 걱정스럽네요 ㅜ,부정
367,소음이 적어서 조용해서 좋네요~  ,긍정
368,여기서 제일 비싸게 팜 ,부정
369,터보모드일때 소음이 커서 조금 아쉽습니다. ,부정
370,선풍기 강 정도 소리는 나니 민감한 사람은 거슬리겠어요,부정
371,너무 성능이 좋아요,긍정
372,소음이 커서 밤이나 조용 할 때 켜기에는 무리가 있네요..,부정
373,설치도 쉬운게 잘 구매한거 같아요..,긍정
374,깔끔한 디자인이 맘에 들어요. ,긍정
375,가격대비 너무 잘 쓰고 있어요.. ,긍정
376,제품 성능이 뛰어나 이 제품 하나면 동계캠핑 문제없겠어요.. ,긍정
377,습도자동조절모드로 습도가 80%였는데 금방 떨어지네요~,긍정
378,창문 고무패킹이 잘 맞지가 않음,부정
379,ㅇㅇㅇ 제품 2개째 사용중인데  제습기 중 최고예요 . ,긍정
380,기둥이 꼭 맞지않아 약간 흔들리면서 불안하네요,부정
381,결정적인 타임 선택이 없습니다~ㅠ 여기서 별 두개반 ,중립
382, 제품 사용방법도 간단하고 편리해서 좋습니다. ,긍정
383,1~2단계에서 바람세기는 생각보다 세지 않아서 아쉽네요,부정
384,소음이 느껴지지 않아서 귀에 아무런 거슬림 없어 아주 만족스러워요.,긍정
385,안쪽 부분은 검은색에서 흰색으로 바뀌어 마음에 들지 않습니다...,부정
386,디자인은 심플해서 예쁘네요~,긍정
387,16인치는 밑판 아래부분이 지저분해보이는 고무판으로 된것과 그부분과 기둥을 고정하는 나사 때문에 마루가 다 긁힘.,부정
388,플라스틱 소재가 좀 싼티나고 허술해보여서 첫 느낌이 별로네요. ㅜ ,부정
389,제품 가격이 타제품에 비해 많이 고가라 부담되고 안좋아요.. ,부정
390,따뜻한 믈도 너무 잘 나오고 성능이 정말 좋아요!!,긍정
391,제품 내구성도 좋아 견고해요. ,긍정
392,타사대비 가격은 비싼편이네요.,부정
393,선풍기가 생각만큼 시원하지않아아요,부정
394,거실에서 틀었는데 그다지 따뜻하지 않아요,부정
395,에코모드기능이 있어서 외부 온도네 따라 센서가 작동해 자동으로 풍속 조절이 되어서 마음에 들어요.. ,긍정
396,그런데 물통은 좀 작아서 자주 비워야하는 점이 별로였어요..ㅠㅠ,부정
397,인버터 방식이라 전기료 걱정 없어서 만족스러워요.,긍정
398,바퀴가 있지만 매트가 깔려있어 들고 다니는데 무게가 엄청 무거워서 힘이 드네요ㅜ,부정
399,가격이 싸서 너무 흐뭇해요.,긍정
400,다만 오래 사용하면 본체 윗부분이 뜨거워져서 불편하네요.. 그점만 안 좋아요. ㅜ,부정
401,실버 주문하고 아이보리 원했는데 딱 아이보리 색상이 배송되었어요. 와우~!^^,긍정
402,언제 따뜻해질건지 시간이 너무오래 걸려요..,부정
403,새상품이라 냄새가 좀 나서 아쉽지만,부정
404,제품 이동할때 누유방지캡이 있어서 더 편리해요. ^^,긍정
405,디자인은 굉장히 심플해서 좋아요,긍정
406, 디자인이 예쁘고 깔끔해서 맘에 드네요.,긍정
407,최근 제조된 제품으로 받아서 좋네요~OOO하면 제습기라더니 역시 실망시키지 않네요,긍정
408,또 무선이라 이동이 편리하고 야외에서도 사용이 가능한 점이 아주 흡족하네요.. 잘샀어요~!  ,긍정
409, 다만 뜨거운 열풍은 다른 제품하고 비슷해서 그냥 그래요,중립
410,회전도 수동으로 해야되는것도 불편해요 ,부정
411,풍량을 세게 틀어야만 시원한게 느껴져서 별로예요,부정
412,전기매트 깔고 한번 누워봤는데 작네요~ ㅋㅋ,부정
413,에너지 효율 3등급이라 자주쓰려니 전기세 무서워요.,부정
414, 이 제품의 단점은 사용시 팬소음이 너무 시끄러워 많이 불편해요. ㅜ ,부정
415,근데 물통이 작아 자주 비워줘 야해서 귀찮아요,부정
416,제품이 사용할때 팬소음 없고 매우 조용해서 좋네요.. ,긍정
417, 성능도 좋아서 옷방 옷이 뽀송해졌어요^^,긍정
418,다만 방향 조절이 좀 어려운거 빼곤,부정
419,무거워요,부정
420,생각했던거만큼시원함은 없어요.시원한 바람을 원했는데ㅋ,부정
421,팬 사이즈가 생각보단 작지만,중립
422,바람은 세고 시원 하구요,긍정
423,요거 집에 오고 나서부터 집이 뽀송해 졌어요,긍정
424,제품 오래 사용하면 공기가 확실히 건조해서 목이 칼칼해집니다. ㅜ  건조기 필수에요~! ,부정
425,다만 회전할때 좌측과 우측의 좌우각도가 다르네요. ㅜ 불량일까요.. ? 걱정스럽네요. ㅜ ,부정
426,색상은 마음에 들고 컴팩트해서 좋습니다.,긍정
427,작동도 잘되고 성능이 최곱니다!!,긍정
428,소재도 전부 다 플라스틱이라 약해보여 아쉽네요,부정
429,코드연결부위가 안들어가서 기존에 사용하던것과 교체했어요 ㅠ,부정
430,혜택가에 구매해서 만족합니다.,긍정
431,제품 외형이 제가 생각했던것 보다 좀 별로라 불만족스럽네요. ㅜ ,부정
432,원하는 강도로 화력온도 기능이 있어서 구입했어요,긍정
433,물통 용량도 생각보다 작아서 물 버리기 귀찮네요.,부정
434,다만 무게가 무거워 이동시키기 불편해요. ,부정
435,필터가 좀 비싼편인듯 싶긴한데 하나더 주니 구매했어요,부정
436,선풍기 재질 자체가 별로라 부실해보여요ㅜㅜ,부정
437,아이들 때문에 차일드락 기능이 있는 이제품 선택했는데 만족~!,긍정
438,기름을 너무 많이 먹어서 소비전력 꽝입니다,부정
439,냄새는 좀 나지만 곧 없어지니 괜찮아요~~,중립
440,제품 성능도 무척 좋아요. ,긍정
441,상품검수도 하지않고 배송된듯 하네요.,부정
442,목이 약해요 사용할때 주의 해야 할 것 같아요,부정
443,작기는 아주 귀엽게 생겼는데,긍정
444,조작하기도 매우 간단하여 사무실 용도로 쓰기 아주 좋습니다. ~! ,긍정
445,디자인도 너무 올드한 것 같아요. 만족스럽지 않아요.,부정
446,작동 후에 금방 시원해지는 게 빨리 살걸 그랬어요^^,긍정
447,iot기능이 있어서 휴대폰으로도 작동 시킬수 있어 좋네요,긍정
448,막상 받고나니 4등급이네요~ 원하는거 보다 등급이 낮아요. ,부정
449,다만 제품 표면의 마감이 덜 되었는지 살짝 들떠 있는 부분이 있어서 실망이에요. ,부정
450,소음은  생각보다  좀더  있지만(에어컨은  어쩔수  없나 봅니다)  일반적인   에어컨 소음 정도인것 같습니다.,중립
451,가동 소리는 낡은 냉장고 돌아가는 소리만큼 커요,부정
452,생각했던 것 보다 날개사이즈가 커서 맘에 드네요~~ ,긍정
453,제품 디자인이 매우 심플하고 깔끔해서 마음에 들어요.. ,긍정
454,의외로 사각지대없이 탁상용선풍기로 쓸만한 것이 가성비 굿이네요..,긍정
455,그런데 물통 용량이 작아서  좀 아쉽습니다 ,부정
456,전원을 켜면 와우~ 금방 따스한 바람이 팡팡 나와서 놀랐어요. 성능 좋네요. ,긍정
457,디자인도 예쁘고 바람도 부드럽고 진짜 넘 맘에 들어요,긍정
458, 날개전체에서 부드러운 바람을 불게 해서 좋네요~ ,긍정
459,리모컨이작동이안되는데... 리모컨 교환해주세요,부정
460,오일 알람이 떠서 확인해보니 오일 거름망이 파손되어 당황스러웠어요.,부정
461,설명서도 없고 너무  기가차서 박스열자마자 반품처리했네요,부정
462,무거워서 설치할 때 고생했지만,부정
463,리모컨이 있어서 편해요,긍정
464,소음이 거의 없이 조용하구요,긍정
465,부속품으로 가방이 구성품에 없어서 살짝 아쉽네요 ㅜ,부정
466,충전시간에 비해 가습시간이 넘짧구요,부정
467,다행히 예상보다 제품 성능은 좋아요 ^^ ,긍정
468,좌우회전 버튼 on/off 상관없이 무조건 좌우회전 작동됩니다.,부정
469,물통 용량이 너무 작아서 놀랬어요.. 자주 비워줘야 해서 귀찮네요. ,부정
470,소음이 있어서 별하나  뺐어요.,부정
471,사이즈가 생각보다 좀 커서 아쉽네요,부정
472,작동시키고 다음날 보니 주변이 다 젖어있고 분사기부분을 심할정도로 물이 가득했어요,부정
473,제품 화력도 무척 만족합니다. ~ ,긍정
474,바람세기도  시원하고,긍정
475, 제습기능두 있어 비올때두 유용할것같아요,긍정
476,회전각도가 넓은데 90도 이하는 회전이 안되서 아쉽네요..,부정
477,배터리 충전 하는 시간이 생각보다 오래걸려 아쉽네요,부정
478,가격도 저렴하고 예쁘네요^^,긍정
479,소음이 있어서 시끄럽네요 ㅠㅠ,부정
480,가격도 진짜 저렴하게 잘 구매해서 기분좋네요^^,긍정
481,초미풍 바람에도 소음이 정말 하나도 안들리네요 마음에 쏙 들어요~,긍정
482,카트포인트 사용해서 저렴하게 잘 구입했어요. 감사해요~! ,긍정
483,제품 용량이 작은편이라 추운 겨울보다 간절기용으로 딱일 것 같아요. 잘샀어요.~!,긍정
484,가격대비 상품 품질 좋아요,긍정
485,단점이라면 소음이 커서 아쉬워요. ㅜ ,부정
486,다만 제품 옮길때 바퀴가 좀 뻑뻑해서 이동하기 불편하네요.. ㅜ 실망이에요.,부정
487,기존제품보다 사이즈가 약간 커서 잘 안맞네요ㅠ,부정
488,생각보다 도립이 편하긴해요,긍정
489, 이 제품은 소음이 거의 없어서 좋아요~,긍정
490,1시간 작동시켰는데 물 한방울 안 생기네요. 제습 속도가 너무 느린게 별로네요,부정
491,가격이 저렴한 편은  아니예요 비싸요ㅠㅠ  ,부정
492,제습은  정말 잘 되서 좋네요 여름동안 상쾌하게 사용할 것 같아요,긍정
493,역시 OOO명성은 어디가지 않네요!!,긍정
494,더블셋트구매했는데 남편이 현장일하면서 잘쓰고있어요,긍정
495,높낮이조절하기가 조금 귀찮지만 단일높이로   쓰면 괜찮아요,중립
496,다만 예상보다는 작동 소음이 커서 실망스럽네요. ㅜ,부정
497,같은 용량 샀는데 물통용량도 줄어서 속상해요.,부정
498,가전으로 유명한 OOO회사 제품이라 고민없이 선택했어요.. 사용해보니 역시나 굿입니다. ,긍정
499,가격이  왜 이런지  구천구백원? 더주고 구매한 우리는 뭐죠?짱나네   재품에  문제있는건  아닌가 의심이 되네요,부정
500,기스하나 없이 마감 잘된 상품이 와서 좋아합니다. ,긍정
501,그래도 색상은 흰색이라 깔끔하고 마음에 드네요,긍정
502,저에겐 품질에서 이제품이 만족도가 제일 크네요. ,긍정
503,물통 외형이 화면과 달리 손잡이에 주둥이가 없어서 당황스럽네요. ㅜ ,부정
504,생각했던 것 보다 날개사이즈가 커서 맘에 드네요~~ ,긍정
505,타사 홈쇼핑에서 더 저렴하게 판매하네요....ㅠㅠ,부정
506,소음이 하나도 없는게 신기하고 좋아요,긍정
507,저속으로 작동시 소음이 거의 없어서 만족합니다.,긍정
508,저렴한 가격에 잘 구매했어요 맘에 듭니다!,긍정
509,소비전력효율 1등급 제품이라 전기세 걱정도 없어 만족합니다. ,긍정
510, 제품 소재가 저렴이 스텐이라 잔기스에 좀 약합니다. ㅜ 아쉬워요. ,부정
511,제습이 잘 되서 끈적거림도 없고 온 집이 뽀송뽀송하고 좋네요~~,긍정
512,선풍기 날개사이즈가 작아서 좀 아쉽네요..,부정
513,처음 켤때 냄새가 약간 나나 그외에는 냄새 거의없어 만족합니다. .,중립
514,소음도 거의 없고 조용해서 만족합니다.,긍정
515,다만 신발건조키트가 부속품에 빠져 있어서 내돈주고 구입해야 하니 짜증나요. ㅜ ,부정
516,1+1으로 싸게 잘 샀어요.,긍정
517,가격에 비해서는 상품이 좋다,긍정
518,색상도 컬러풀해서 맘에 들어요,긍정
519,다만 제품 사용할때 생각보다 팬소음이 심해서 좀 실망스럽네요. ㅜ  ,부정
520,크기가 적당히 커서 캠핑용으로 딱입니다.,긍정
521,다만 사은품으로 보내주신 가방은 좀 커서 아쉽네요,부정
522,겨울가전이 제일 비싼 시기에 비싸게 제품 구입했어요. ㅜ 미리 사둘걸 후회. ,부정
523,제품 외형이 깔끔하고 세련되어 마음에 듭니다. ,긍정
524,"생각보다 제품 사이즈가 커서 아쉬웠고,",부정
525,에너지소비효율등급이5인줄 모르고 샀네요ㅠㅠ,부정
526,단지 와이파이 연동이 잘 안되서 불편하네요ㅜ,부정
527,소음은 좀 있어서 아쉽네요,부정
528, 터치 기능과 상하회전 기능과 바람세기 9까지 있어 작지만 강합니다~,긍정
529,많은 제품중에 OOO 제습기로 선택한 나 자신 칭찬합니다 ㅎㅎ,긍정
530,소음은 약간 나지만 당연한거라서 괜찮아요^^,긍정
531,컬러가 너무 예뻐서 구매했어요~,긍정
532,여름대비해서 미리 샀더니 가격이 더 내려가서  좀 속상하네요ㅠ,부정
533,게다가 살짝 부딪쳐도 쉽게 넘어지고. 청소하기도 불편해요.,부정
534,제품도 시원해서  좋고,긍정
535,"조립이 쉽다했는데, 저에겐 많이 어려워서 완성까지 시간이 많이 소요되었어요.. ㅜ 아쉽네요.",부정
536,소리가 없고 조용조용해서 밤에 사용하기 좋네요~,긍정
537,처음에 켰을때 기름 냄새가 조금 나지만 금새 따뜻해져서 너무 좋아요.,중립
538,단점은 손잡이 부분이 견고하지 못해서 달그락 거려 불편해요. ㅜ ,부정
539,젤좋은건   시원하네요ㅎㅎ  비오는날은 제습기능도되고 짱좋아요 ㅎ,긍정
540,저렴한 가격에 완전 득템했어요,긍정
541,소음도 약간 있는데 이정도는 적당해서 괜찮습니다.,중립
542,조립할때 아래판이 작아서 걱정했는데 넘어지지않네요,중립
543,기타 부속품은 너무 허접하게 만들었어요  너무 실망이 큼니다,부정
544,무게는 생각보다 가벼워서 그럭저럭이예요.. 장난감같고....,부정
545,"예상보다 제품 작동 소음이 아주 심해요.  내부에서 걸리는 이상한 소리가 들리고, ㅜ 실망이에요. ㅜ ",부정
